calls,minutes,messages,mb_used,is_ultra
58.0,474.9200000000000,11.0,17858.590000000000,0
70.0,532.1000000000000,29.0,12403.260000000000,0
124.0,842.4000000000000,75.0,21544.340000000000,1
129.0,929.2300000000000,0.0,22508.959999999999,1
67.0,421.26999999999998,33.0,14865.740000000000,1
0.0,0.0,33.0,14010.330000000000,1
13.0,106.03,16.0,37328.45,1
68.0,449.2900000000000,47.0,18171.2,0
91.0,585.09,49.0,27339.849999999999,1
77.0,477.54000000000002,0.0,19090.740000000002,1
51.0,356.3900000000000,33.0,20456.97,0
121.0,853.01,64.0,26605.939999999999,1
114.0,823.5800000000000,144.0,30323.430000000000,1
93.0,622.6600000000000,0.0,20894.560000000001,1
125.0,814.5300000000000,61.0,16917.439999999999,1
67.0,390.62000000000000,99.0,12991.389999999999,0
98.0,677.18,46.0,16285.670000000000,0
80.0,556.3600000000000,64.0,24049.459999999999,0
33.0,238.7,24.0,9308.63,1
138.0,1009.1100000000000,64.0,27807.13,1
84.0,607.05,22.0,24875.03000000000,0
77.0,546.2000000000000,55.0,11457.440000000001,0
78.0,510.3400000000000,7.0,21765.5,0
69.0,477.52999999999997,7.0,21437.29000000000,0
58.0,392.13999999999999,8.0,22525.180000000000,0
63.0,427.6400000000000,93.0,19541.169999999998,0
72.0,531.8000000000000,0.0,11299.6,0
73.0,633.2200000000000,21.0,18421.17,0
1.0,1.0,153.0,22753.119999999999,1
73.0,562.27,11.0,17589.080000000002,0
43.0,303.5100000000000,37.0,15063.410000000000,0
118.0,843.3000000000000,69.0,28992.12,1
74.0,504.05000000000001,0.0,19154.16,0
76.0,593.5900000000000,18.0,15192.370000000001,0
83.0,609.7000000000000,78.0,16715.680000000000,0
56.0,397.14,42.0,8449.530000000001,0
90.0,633.1100000000000,61.0,21561.540000000001,0
141.0,1069.2100000000000,0.0,24091.360000000001,1
51.0,326.3400000000000,82.0,29084.419999999998,1
48.0,331.33,0.0,8000.360000000000,0
69.0,525.6700000000000,27.0,20939.11,1
117.0,862.3400000000000,0.0,7929.83,1
54.0,416.22000000000003,0.0,19871.45000000000,0
33.0,238.08,62.0,8470.33,0
70.0,527.63,40.0,21441.46000000000,0
78.0,603.91,64.0,18962.500000000000,0
101.0,666.9,57.0,16777.759999999998,1
29.0,267.55000000000001,29.0,16996.830000000002,0
83.0,538.8300000000000,60.0,13721.940000000001,0
67.0,454.43,31.0,19776.5,0
66.0,434.58999999999997,17.0,9613.389999999999,0
3.0,40.240000000000002,0.0,1392.19,0
107.0,804.97,66.0,17935.910000000000,0
73.0,509.98000000000002,58.0,19427.619999999999,0
74.0,540.8099999999999,17.0,20075.650000000001,0
84.0,566.4200000000000,0.0,39307.059999999998,1
29.0,226.00999999999999,20.0,12615.69,0
55.0,354.83999999999997,48.0,13662.740000000000,0
65.0,515.26,7.0,22801.74,0
47.0,300.12,123.0,31244.61,1
35.0,256.82,0.0,9545.0,1
83.0,635.4500000000000,0.0,17498.529999999999,1
53.0,386.8200000000000,3.0,22793.000000000000,0
68.0,482.78,26.0,8620.510000000000,0
49.0,323.15,11.0,22846.549999999999,0
158.0,1078.86,51.0,30681.139999999999,1
81.0,633.0200000000000,109.0,12617.750000000000,0
87.0,626.6200000000000,0.0,20718.430000000000,0
80.0,588.57,47.0,9863.23,0
28.0,215.41,0.0,6045.150000000000,0
40.0,258.19999999999999,20.0,13804.51,0
59.0,468.88,48.0,16251.490000000000,0
59.0,411.9,5.0,18418.160000000000,0
55.0,443.0900000000000,49.0,17435.97,0
52.0,354.91,8.0,14602.26,0
72.0,520.2100000000000,39.0,14184.420000000000,0
6.0,36.450000000000003,7.0,4617.1,0
129.0,848.8600000000000,0.0,13866.309999999999,1
68.0,444.41000000000003,35.0,26460.37,1
44.0,359.39,43.0,15583.93,0
17.0,110.29000000000001,5.0,1009.95,0
111.0,784.4700000000000,97.0,28260.11000000000,1
82.0,679.5500000000000,0.0,8647.950000000001,0
52.0,378.63999999999999,51.0,12442.040000000001,0
109.0,704.3000000000000,79.0,10603.120000000001,0
79.0,465.79000000000002,78.0,33114.230000000003,1
68.0,486.08999999999997,40.0,7357.66,1
85.0,464.24000000000001,9.0,18225.93,0
14.0,122.87,22.0,3370.13,0
92.0,627.5200000000000,52.0,39597.610000000001,1
106.0,839.3099999999999,0.0,13269.799999999999,0
94.0,647.46,57.0,17271.529999999999,0
65.0,462.11000000000001,12.0,18704.860000000001,0
46.0,336.6300000000000,34.0,16164.600000000000,0
133.0,999.7400000000000,182.0,18198.53,1
53.0,340.04,38.0,15779.549999999999,0
75.0,520.7,0.0,24596.119999999999,0
64.0,521.3000000000000,29.0,19315.389999999999,0
81.0,627.5599999999999,37.0,18603.430000000000,0
38.0,268.75999999999999,0.0,27833.639999999999,1
74.0,455.73000000000002,99.0,21694.919999999998,0
92.0,661.27,66.0,19913.220000000001,0
63.0,439.38000000000000,8.0,17706.590000000000,0
60.0,414.80000000000001,0.0,14945.34,0
72.0,457.2100000000000,0.0,13976.580000000000,0
58.0,359.2700000000000,36.0,12492.36,0
100.0,657.35,0.0,23039.759999999998,1
33.0,228.98,12.0,18113.830000000002,0
31.0,198.94000000000000,19.0,5877.080000000000,0
64.0,454.63,126.0,17103.590000000000,1
125.0,892.3900000000000,59.0,11741.360000000001,1
61.0,495.11000000000001,8.0,10891.23,0
58.0,394.15,48.0,15605.440000000001,0
58.0,452.1400000000000,57.0,14568.930000000000,1
89.0,618.87,57.0,22924.759999999998,0
72.0,507.5200000000000,38.0,3179.5000000000000,1
77.0,581.0599999999999,16.0,20897.189999999999,0
74.0,555.2900000000000,22.0,21238.25,0
72.0,480.31999999999999,102.0,21924.63,0
50.0,366.78,14.0,18151.860000000001,0
76.0,633.0100000000000,22.0,17689.05,0
27.0,179.47,82.0,19631.630000000001,0
196.0,1279.7500000000000,133.0,26927.869999999999,1
37.0,229.15000000000001,110.0,2000.5100000000000,0
64.0,403.50999999999999,54.0,19127.250000000000,0
65.0,442.6500000000000,72.0,32950.36000000000,1
65.0,429.9600000000000,103.0,16508.74,0
65.0,424.16000000000003,23.0,11043.53,0
110.0,801.6200000000000,37.0,5426.56,1
38.0,205.59999999999999,22.0,7972.120000000000,0
24.0,141.63,26.0,8616.959999999999,0
99.0,634.32,43.0,16436.320000000000,0
75.0,487.72000000000003,60.0,25759.169999999998,0
62.0,544.2500000000000,29.0,10049.809999999999,0
162.0,993.1100000000000,106.0,20211.200000000001,1
73.0,576.62,42.0,7865.58,0
53.0,368.86000000000001,54.0,22512.58000000000,0
28.0,152.9,108.0,19726.18,0
116.0,745.4000000000000,66.0,26154.330000000002,0
76.0,504.8700000000000,30.0,16845.7,0
40.0,311.7900000000000,24.0,9883.540000000001,0
109.0,784.5500000000000,0.0,38102.20000000000,1
62.0,456.8800000000000,42.0,23639.099999999999,0
123.0,810.6700000000000,12.0,36684.49000000000,1
18.0,101.34999999999999,34.0,13049.180000000000,0
21.0,145.88000000000000,39.0,7084.12,0
125.0,874.85,22.0,20647.82,1
64.0,484.5200000000000,92.0,22217.15000000000,0
12.0,107.25,5.0,2016.72,0
2.0,6.42,133.0,26247.410000000000,1
86.0,591.06,73.0,11309.139999999999,0
40.0,271.41000000000003,20.0,17284.450000000001,0
33.0,259.06999999999999,60.0,17204.029999999999,0
92.0,632.45,22.0,20221.48,1
31.0,213.77000000000001,0.0,16656.540000000001,0
32.0,191.44,13.0,8557.660000000000,0
95.0,672.7800000000000,15.0,3315.7600000000002,1
51.0,385.45,81.0,13649.650000000000,0
39.0,257.93,15.0,6572.610000000000,0
23.0,99.20000000000000,21.0,17001.869999999999,0
65.0,459.13999999999999,10.0,21739.820000000000,0
30.0,216.99,58.0,13507.58,0
83.0,631.1500000000000,0.0,18985.000000000000,0
25.0,190.94999999999999,37.0,14253.530000000001,0
25.0,191.06000000000000,11.0,8022.790000000000,0
48.0,346.19000000000000,103.0,27346.62000000000,1
35.0,267.67000000000002,25.0,18231.830000000002,0
66.0,493.56999999999999,91.0,18527.959999999999,0
57.0,373.00999999999999,0.0,13759.77,0
62.0,365.4600000000000,113.0,34224.57000000000,1
87.0,531.47,6.0,12498.45,0
63.0,487.13999999999999,103.0,17265.060000000001,0
98.0,729.8300000000000,105.0,18675.650000000001,1
28.0,176.97999999999999,0.0,17970.04,0
110.0,881.0599999999999,72.0,11441.180000000000,0
71.0,527.6600000000000,21.0,10541.219999999999,0
17.0,153.0,48.0,4894.600000000000,1
54.0,418.33999999999997,85.0,15291.950000000001,0
111.0,717.1600000000000,191.0,38287.82,1
93.0,620.0300000000000,32.0,18175.55,0
23.0,140.59000000000000,23.0,19201.75,0
36.0,267.58,13.0,12737.080000000000,0
64.0,431.9500000000000,24.0,28294.619999999999,0
42.0,260.94,79.0,17519.930000000000,1
57.0,412.38000000000000,50.0,15988.969999999999,0
85.0,568.7200000000000,0.0,18009.33,0
76.0,513.55,50.0,14584.730000000000,1
48.0,336.38,14.0,21902.410000000000,0
56.0,469.4900000000000,145.0,15877.650000000000,1
113.0,731.7800000000000,15.0,32645.759999999998,1
9.0,65.65,11.0,1845.76,0
3.0,20.83,41.0,16736.310000000001,0
5.0,27.010000000000002,0.0,2207.2700000000000,0
183.0,1247.0400000000000,150.0,29186.41,1
121.0,765.6100000000000,53.0,21445.049999999999,1
156.0,1058.2200000000000,59.0,18932.660000000000,1
65.0,471.5200000000000,7.0,15415.809999999999,0
15.0,107.45000000000000,49.0,35656.300000000003,1
0.0,0.0,35.0,16444.990000000002,1
127.0,748.44,0.0,19369.15000000000,0
47.0,340.53,57.0,12615.160000000000,0
68.0,492.75000000000000,22.0,20559.090000000000,0
84.0,520.6100000000000,58.0,19323.419999999998,0
50.0,308.4800000000000,51.0,21387.26,0
106.0,802.98,171.0,12136.63,1
72.0,478.49000000000001,0.0,19817.840000000000,0
40.0,225.88999999999999,12.0,13581.940000000001,0
38.0,268.83999999999997,9.0,13197.150000000000,0
23.0,188.31999999999999,62.0,21707.03,1
86.0,589.4299999999999,9.0,21046.69,0
96.0,709.88,176.0,33321.88,1
117.0,832.7800000000000,52.0,2949.68,1
58.0,414.18,27.0,23854.759999999998,0
52.0,365.85,91.0,16879.69,1
68.0,466.20999999999998,48.0,15896.270000000000,0
0.0,0.0,21.0,19559.549999999999,0
60.0,442.02,16.0,18306.450000000001,1
15.0,115.73999999999999,8.0,2346.7,0
52.0,371.8600000000000,21.0,30388.52000000000,0
95.0,705.7900000000000,68.0,35108.25000000000,0
47.0,324.80000000000001,75.0,14003.65,1
59.0,441.8900000000000,5.0,25106.389999999999,1
62.0,509.3800000000000,40.0,21096.529999999999,1
69.0,564.01,26.0,15656.78,0
81.0,541.46,48.0,21839.62000000000,0
60.0,442.36,0.0,16446.230000000000,0
46.0,344.02,35.0,20693.459999999999,0
56.0,388.0600000000000,59.0,16033.760000000000,0
72.0,493.9300000000000,36.0,16599.52,0
38.0,304.05,0.0,14252.150000000000,1
31.0,234.19999999999999,99.0,25545.470000000001,0
68.0,413.19999999999999,29.0,13526.610000000001,1
58.0,373.49000000000001,50.0,13561.88,0
2.0,5.61,27.0,2866.41,1
40.0,334.50000000000000,0.0,21505.560000000001,0
32.0,284.33,30.0,11559.500000000000,0
16.0,93.79,103.0,19428.220000000001,1
45.0,314.63999999999999,14.0,7332.790000000000,0
4.0,19.33,7.0,3431.0200000000000,1
78.0,494.84,28.0,17029.770000000000,0
43.0,299.87,76.0,15787.74,1
69.0,427.53,56.0,16205.780000000001,1
123.0,873.57,71.0,4153.55,1
86.0,567.5800000000000,47.0,16861.08,1
9.0,83.23000000000000,0.0,14571.790000000001,1
69.0,512.4600000000000,6.0,20024.919999999998,0
76.0,544.5300000000000,0.0,13389.350000000000,0
107.0,831.3700000000000,3.0,28836.529999999999,0
85.0,490.2500000000000,57.0,16663.029999999999,0
127.0,773.59,21.0,18982.5,1
43.0,235.81,43.0,23859.259999999998,1
54.0,344.25999999999999,52.0,9501.030000000001,0
62.0,404.81000000000000,78.0,16948.05,0
89.0,596.72,0.0,16321.469999999999,1
68.0,387.0500000000000,73.0,17147.509999999998,0
90.0,707.16,50.0,19860.990000000002,1
57.0,347.66,16.0,22003.750000000000,0
36.0,250.88000000000000,49.0,18965.020000000000,0
54.0,312.85,10.0,7798.270000000000,0
28.0,206.12000000000000,118.0,22591.450000000001,1
102.0,700.76,0.0,8674.590000000000,1
71.0,593.7900000000000,64.0,7543.67,0
87.0,619.6799999999999,26.0,21650.13000000000,0
97.0,733.11,63.0,13156.809999999999,0
15.0,104.41,17.0,4677.85,1
14.0,79.26,32.0,8246.639999999999,0
87.0,593.3,17.0,17416.759999999998,0
67.0,502.94000000000000,37.0,17033.1,1
56.0,420.19999999999999,40.0,14418.040000000001,0
96.0,639.48,33.0,21557.060000000001,0
89.0,648.8300000000000,27.0,20315.4,0
83.0,594.1,52.0,19667.05,0
38.0,237.78,5.0,4905.5,0
111.0,745.0000000000000,132.0,21100.459999999999,1
68.0,444.1,0.0,19352.930000000000,0
24.0,170.06,28.0,17305.610000000001,0
30.0,175.95,13.0,12521.549999999999,0
85.0,608.89,84.0,30357.439999999999,1
83.0,597.15,19.0,22407.69,0
69.0,442.9600000000000,99.0,26423.480000000000,0
52.0,399.87000000000000,81.0,14055.95,1
52.0,423.56000000000000,118.0,14503.799999999999,1
13.0,104.03000000000000,2.0,7350.170000000000,0
69.0,404.9,51.0,16805.650000000001,0
93.0,687.92,78.0,16290.940000000001,0
80.0,569.4700000000000,14.0,36524.04000000000,0
60.0,458.82999999999998,51.0,11706.320000000000,0
11.0,70.50000000000000,0.0,2042.7400000000000,0
57.0,415.75000000000000,66.0,10105.48,0
55.0,363.70999999999998,31.0,16303.01,0
108.0,676.2900000000000,71.0,18193.56,0
52.0,305.63999999999999,67.0,15329.36,0
108.0,728.6799999999999,4.0,14340.84,1
23.0,145.75,21.0,11655.67,0
78.0,477.0700000000000,0.0,17862.299999999999,1
65.0,450.62000000000000,50.0,25264.01000000000,0
79.0,469.68000000000001,16.0,20221.06,0
54.0,394.52,59.0,16207.41,0
24.0,151.72,23.0,5957.73,0
77.0,522.6500000000000,14.0,19462.45,0
56.0,418.4,39.0,25111.529999999999,0
65.0,423.0600000000000,40.0,18625.970000000001,0
0.0,0.0,8.0,35525.61,1
33.0,191.56000000000000,18.0,25160.62000000000,0
68.0,493.0000000000000,29.0,20021.73,0
39.0,258.0200000000000,0.0,19998.8,0
29.0,203.9,0.0,39969.14000000000,1
1.0,11.54,111.0,32758.529999999999,1
39.0,221.18000000000001,59.0,17865.230000000000,0
63.0,384.99000000000001,66.0,18007.590000000000,0
58.0,383.33999999999997,5.0,8434.200000000001,0
81.0,566.1,0.0,23426.080000000002,0
72.0,497.9300000000000,46.0,12651.410000000000,0
46.0,272.85,40.0,19628.840000000000,0
110.0,714.1600000000000,2.0,35136.06000000000,0
45.0,358.33,36.0,15723.080000000000,1
20.0,131.97,23.0,26720.17000000000,1
64.0,353.8500000000000,36.0,17413.750000000000,0
61.0,342.96,21.0,16578.27,0
31.0,185.63000000000000,101.0,14344.719999999999,0
59.0,338.25000000000000,18.0,18220.57,0
63.0,427.64999999999998,96.0,25048.130000000001,0
104.0,701.8200000000001,91.0,8003.980000000000,0
100.0,626.94,43.0,22690.349999999999,1
106.0,796.4100000000000,1.0,9969.67,1
64.0,473.11,0.0,20822.070000000000,0
81.0,533.3400000000000,0.0,8609.950000000001,0
51.0,326.4400000000000,16.0,14514.980000000000,0
56.0,390.22,40.0,19645.630000000001,0
65.0,483.74,30.0,17996.599999999999,0
51.0,426.24,112.0,5661.23,0
31.0,246.32,95.0,9659.38,1
82.0,521.66,30.0,13396.91,1
144.0,906.18,0.0,25002.439999999999,1
49.0,237.73,52.0,15761.94,0
108.0,729.07,55.0,16094.82,0
86.0,702.31,32.0,22376.360000000001,0
19.0,147.72000000000000,20.0,19476.830000000002,0
39.0,284.06,47.0,10678.959999999999,0
64.0,453.4200000000000,41.0,11830.26,0
118.0,908.6100000000000,54.0,29678.599999999999,1
0.0,0.0,25.0,19088.669999999998,1
40.0,238.62000000000000,16.0,24437.020000000000,0
55.0,413.69,39.0,14360.590000000000,0
99.0,685.9800000000000,51.0,18531.71,1
132.0,932.68,65.0,29263.639999999999,1
131.0,828.18,89.0,19368.520000000000,1
55.0,348.01999999999998,46.0,16121.99,0
80.0,547.0100000000000,54.0,21265.570000000000,0
85.0,527.02,4.0,14368.420000000000,0
32.0,235.03000000000000,16.0,18587.389999999999,0
40.0,321.55,23.0,13138.650000000000,0
49.0,310.82999999999998,0.0,19977.680000000000,0
64.0,544.9500000000000,30.0,17090.92,0
40.0,285.7700000000000,6.0,19721.430000000000,0
30.0,169.02000000000001,13.0,16626.529999999999,0
73.0,545.1700000000000,71.0,21193.04000000000,0
89.0,580.69,0.0,19640.230000000000,0
59.0,433.05000000000001,37.0,24465.90000000000,0
86.0,583.98,0.0,17230.889999999999,0
63.0,440.74000000000001,46.0,15677.49,1
33.0,220.24,15.0,6547.660000000000,0
1.0,1.78,38.0,20171.209999999999,0
89.0,716.92,22.0,29139.660000000000,1
67.0,424.19999999999999,37.0,31466.889999999999,1
9.0,85.77000000000000,1.0,1600.29,0
62.0,462.41000000000003,143.0,16369.410000000000,1
53.0,374.43,31.0,15505.15,0
74.0,539.5100000000000,27.0,7732.230000000000,1
15.0,96.36,3.0,2827.2900000000000,0
91.0,686.38,62.0,20499.92,0
67.0,505.2,25.0,16225.709999999999,0
78.0,483.22,28.0,9210.4,1
120.0,694.9000000000000,0.0,21547.26,1
91.0,599.4900000000000,40.0,28356.320000000000,1
117.0,732.15,25.0,32503.740000000002,0
91.0,605.7500000000000,36.0,9388.430000000000,0
36.0,198.96000000000001,32.0,21596.860000000001,0
80.0,588.9800000000000,2.0,21673.459999999999,0
77.0,483.5800000000000,68.0,13806.440000000001,0
42.0,350.74000000000001,21.0,20296.630000000001,0
136.0,926.2100000000000,0.0,35948.16000000000,1
9.0,69.34999999999999,3.0,372.56,0
54.0,355.47000000000003,22.0,11696.299999999999,0
54.0,424.61,66.0,22395.619999999999,0
33.0,265.17000000000002,59.0,17398.020000000000,0
94.0,649.9200000000000,32.0,18341.97000000000,0
91.0,598.6400000000000,33.0,28524.790000000001,1
71.0,501.9400000000000,33.0,16853.730000000000,0
79.0,533.9500000000000,46.0,24959.090000000000,0
52.0,342.1,4.0,17785.849999999999,0
71.0,445.04000000000002,29.0,10051.920000000000,0
83.0,521.4500000000000,45.0,10776.549999999999,0
33.0,286.42000000000002,12.0,4515.4399999999996,0
61.0,435.68000000000001,0.0,23089.73,0
69.0,437.91,56.0,18723.160000000000,0
88.0,706.77,0.0,25104.669999999998,1
93.0,680.5900000000000,70.0,16376.46,1
111.0,756.6200000000000,43.0,30135.270000000000,0
6.0,39.200000000000003,12.0,14792.059999999999,0
115.0,849.21,52.0,22433.770000000000,1
7.0,48.39,16.0,4016.9400000000001,1
90.0,646.3099999999999,51.0,22061.76,1
26.0,198.05,19.0,11336.44,0
66.0,492.54000000000002,15.0,22247.070000000000,0
91.0,587.5800000000000,27.0,19701.360000000001,0
37.0,225.46000000000001,40.0,23909.470000000001,1
76.0,593.7700000000000,0.0,11311.209999999999,1
99.0,642.8099999999999,45.0,10187.06,1
63.0,368.31,32.0,14986.58,0
4.0,27.050000000000001,39.0,7382.23,1
113.0,817.3700000000000,91.0,28505.880000000001,1
176.0,1167.7900000000000,48.0,32441.14,1
85.0,540.2000000000000,57.0,17836.840000000000,1
34.0,247.28999999999999,77.0,11925.400000000000,0
87.0,586.9800000000000,56.0,13389.110000000001,0
43.0,325.0400000000000,58.0,14756.480000000000,1
71.0,408.7900000000000,70.0,22576.01,0
11.0,84.02000000000000,13.0,6226.93,0
41.0,289.31999999999999,51.0,17006.250000000000,0
94.0,593.8,79.0,28244.59,1
55.0,392.47000000000003,89.0,20475.900000000001,0
89.0,528.61,53.0,16019.28,0
99.0,710.2000000000000,64.0,23674.040000000001,0
49.0,345.73,44.0,7879.6800000000003,0
48.0,395.7100000000000,118.0,12491.750000000000,1
36.0,234.24000000000001,0.0,34315.23000000000,1
52.0,378.36,25.0,22201.200000000001,1
47.0,322.44000000000000,11.0,11420.070000000000,0
32.0,322.09,0.0,19207.439999999999,0
49.0,356.15,26.0,23139.570000000000,1
56.0,359.5200000000000,0.0,16199.160000000000,0
158.0,1168.0599999999999,103.0,20018.790000000001,1
160.0,1084.0500000000000,95.0,36843.92000000000,1
77.0,593.4500000000000,0.0,20770.04,0
0.0,0.0,191.0,32448.020000000000,1
88.0,640.6300000000000,27.0,21251.049999999999,0
107.0,653.7000000000000,94.0,15584.230000000000,1
33.0,242.84000000000000,48.0,25740.71000000000,0
54.0,341.12,0.0,15521.639999999999,0
53.0,341.14,64.0,14442.639999999999,0
56.0,334.29,82.0,21969.009999999998,0
79.0,595.66,30.0,23219.680000000000,0
164.0,1090.24,137.0,21247.07,1
31.0,210.44000000000000,19.0,27437.43000000000,0
66.0,476.0800000000000,25.0,18329.03,0
66.0,475.83,0.0,18902.980000000000,0
96.0,597.8000000000000,45.0,13214.799999999999,0
36.0,239.79,0.0,14611.030000000001,0
78.0,512.2300000000000,79.0,13758.549999999999,0
48.0,305.57,35.0,9183.85,0
52.0,313.56000000000000,40.0,19024.150000000001,0
76.0,502.55000000000001,0.0,7598.25,1
68.0,495.55000000000001,101.0,15385.73,0
118.0,726.1300000000000,27.0,22022.279999999999,1
59.0,437.49000000000001,23.0,6037.690000000000,0
169.0,1111.51,53.0,27728.779999999999,1
46.0,338.6000000000000,35.0,11428.540000000001,0
4.0,22.309999999999999,7.0,4159.19,0
129.0,909.6500000000000,79.0,38939.12,1
69.0,460.06000000000000,0.0,27802.779999999999,0
83.0,597.8300000000000,0.0,16273.020000000000,0
32.0,182.45,13.0,16552.759999999998,0
118.0,796.3200000000001,3.0,17905.669999999998,1
72.0,535.5599999999999,47.0,21684.880000000001,0
76.0,510.55,43.0,17208.459999999999,0
22.0,142.17,30.0,8035.0699999999997,0
53.0,385.59,63.0,16987.840000000000,0
36.0,229.49000000000001,0.0,5579.28,1
69.0,506.55000000000001,85.0,12625.78,0
22.0,131.53,5.0,4877.9399999999996,0
90.0,564.83,61.0,24365.439999999999,1
39.0,310.55000000000001,14.0,14709.320000000000,0
79.0,565.3000000000000,82.0,18082.45,0
102.0,658.4100000000000,23.0,21392.680000000000,0
33.0,281.76999999999998,75.0,13933.010000000000,1
75.0,535.72,30.0,9892.160000000000,1
26.0,194.24,31.0,11663.690000000001,0
67.0,458.14,24.0,22320.919999999998,0
58.0,348.49000000000001,11.0,18960.549999999999,0
105.0,705.0500000000000,18.0,22130.740000000002,1
9.0,34.29,95.0,13403.98,1
60.0,476.07999999999998,63.0,14328.81,0
75.0,496.06,14.0,13850.84,1
78.0,475.55000000000001,17.0,20927.160000000000,0
88.0,603.5700000000001,86.0,12832.190000000001,0
44.0,331.9800000000000,21.0,16617.79,0
6.0,33.240000000000002,3.0,690.02,0
71.0,576.6200000000000,6.0,14677.770000000000,0
48.0,328.54,25.0,13681.410000000000,0
71.0,468.0800000000000,12.0,22654.23000000000,0
2.0,1.99,0.0,616.65,1
152.0,997.3300000000000,82.0,29363.060000000001,1
107.0,729.4400000000001,153.0,32990.68000000000,1
66.0,432.02,54.0,24008.36,0
50.0,447.14,15.0,18239.470000000001,0
60.0,466.61,67.0,18507.05,0
65.0,458.46,0.0,15214.25,1
30.0,169.88000000000000,23.0,24141.48,0
69.0,512.2500000000000,25.0,11084.53,0
81.0,560.6799999999999,21.0,16369.730000000000,0
100.0,693.2100000000000,49.0,5451.260000000000,1
0.0,0.0,24.0,18701.54,1
16.0,132.8,107.0,21893.349999999999,1
177.0,1228.53,0.0,26231.200000000001,1
58.0,390.8700000000000,0.0,22979.12,0
81.0,558.11,0.0,12723.520000000000,0
27.0,181.72999999999999,6.0,11873.299999999999,1
22.0,152.36000000000001,16.0,7023.280000000000,0
161.0,1218.6700000000001,11.0,5749.010000000000,1
27.0,183.80000000000001,118.0,27705.14,1
89.0,563.8700000000000,98.0,16051.559999999999,0
46.0,333.24000000000001,6.0,20286.28000000000,0
35.0,229.53000000000000,66.0,17303.540000000001,0
33.0,164.87,26.0,6290.25,0
30.0,247.69,0.0,16263.38,0
112.0,856.9000000000000,0.0,28002.44000000000,0
37.0,244.58000000000001,0.0,22306.89000000000,0
96.0,651.1900000000001,86.0,13217.01,0
13.0,118.51000000000001,7.0,10174.47,0
83.0,590.4700000000000,103.0,27851.01,0
30.0,192.86000000000001,0.0,22310.459999999999,0
61.0,460.41000000000003,48.0,12187.389999999999,0
24.0,213.76,21.0,0.0,1
39.0,247.55000000000001,50.0,15333.740000000000,0
11.0,77.94000000000000,28.0,25052.44000000000,0
90.0,566.25,55.0,18688.369999999999,0
72.0,498.89,71.0,17450.9,1
53.0,329.85000000000002,144.0,38309.87000000000,1
8.0,55.130000000000003,0.0,1841.0,0
53.0,411.85,0.0,17924.060000000001,0
43.0,321.63000000000000,42.0,25599.869999999999,1
98.0,676.6200000000000,67.0,10705.209999999999,1
28.0,226.24,23.0,15501.6,0
41.0,227.58000000000001,0.0,20292.33,0
117.0,779.5,0.0,11308.650000000000,1
62.0,460.53,23.0,25559.049999999999,0
6.0,51.079999999999998,16.0,20634.980000000000,1
43.0,302.11,0.0,34506.26000000000,1
81.0,565.64,40.0,15323.58,1
100.0,706.8900000000000,44.0,7800.95,0
83.0,510.23000000000002,0.0,14333.709999999999,0
